plot_id,triplet,quad,fucus_percent_total,fucus_number_adults,fucus_sporelings_percent,fucus_sporelings_number,acrosiphonia,chaetomorpha,cryptosiphonia,endocladia,gloiopeltis,halosaccion,hildenbrandia,masto_pap,melanosiphon,odonthalia,palmaria,petrocelis,pilayella,porphyra,pterosiphonia,ralfsia_hild,l_sitkana,l_scutulata,barnacles,barnacle_spat,mytilus,nucella,pagurus,siphonaria,onchidella,lottids,lottidae,l_digit_strig,nereidae,emplectonema,paranemertes,amphiporus,margarites,cucumaria,leptasterias,year,ulva,enteromorpha,clad_sericea,soranthera,polysiphonia,myelophycus,lottiidae,buccinum,spirorbidae,katharina,margarits_juv,elachista,neorhodomela,colpomenia,erect_coralline,antho_artemesia,crustose_coralline,a_arcta,petrocelia,callithamnion,hiatella_arctica,epiactis,irridescent_snail_homalopoma,cryptonatica_acrosiphonia,lepidochiton,flatworm,unident_polychaete,idotea
102_5,5,102,35,30,0.5,10-100,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,110,55,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103_5,5,103,45,44,1,10-100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,85,22,65,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2001,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522_6,6,522,40,34,0.5,10-100,0,0,0,10,10,0,0,0.5,0,0,0,0,0,0,0.5,0,85,25,25,0,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0.5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_6,6,523,0,0,0.5,10-100,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,2,0,110,37,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0.5,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105_6,6,105,45,23,0.5,.1-10,0,0,0,5,0,0,0,0.5,0,50,0,0,0,0,10,0,200,0,15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_7,7,531,1,5,1,10-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,35,70,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532_7,7,532,95,100-1000,0.5,.1-10,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0.5,156,22,65.5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,1,0.5,0,0,49,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533_7,7,533,85,100-1000,1,10-100,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,1,0,135,40,85.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,1,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536_8,8,536,100,100-1000,0.5,.1-10,0,0,0,0,0,0,0,0.5,0,5,0,0,0,0,1,0,135,12,76,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,23,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537_8,8,537,90,100-1000,1,10-100,0,0,0,0.5,0,0,0,0,0,10,0,0,0,0,1,0,40,5,56,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538_8,8,538,5,22,5,100-1000,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,2,0,120,150,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,12,57,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106_9,9,106,75,100-1000,3,10-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110,45,26,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2001,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107_9,9,107,1,5,20,100-1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,135,65,15.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0.5,0,0,23,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108_9,9,108,95,100-1000,1,10-100,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,75,0,15.5,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503_10,10,503,25,40,5,10-100,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,100,12,5.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504_10,10,504,5,7,5,10-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,90,25,16,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505_10,10,505,95,100-1000,0.5,.1-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,70,0,30.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540_11,11,540,85,100-1000,0.5,.1-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15,15.5,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2001,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541_11,11,541,0,0,5,100-1000,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,110,5,11,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542_11,11,542,95,100-1000,1,10-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,175,5,81,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545_12,12,545,0,0,8,100-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,250,10.5,0.5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2001,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546_12,12,546,90,24,5,10-100,0,0,0,1,0,0,0,0,0,15,0,0,0,0,3,0,140,170,30,0,35,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2001,0,0,0.5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547_12,12,547,60,90,1,10-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,250,45,41,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113_1,1,113,60,55,1,.1-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,361,27,70,0,20,2,8,0,0,0,0,0,0,6,1,0,0,0,0,2002,0,0.5,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_1,1,114,85,67,0.5,.1-10,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,1,27,12,45,5,0.5,0,38,28,2,0,0,0,0,0,1,2,0,0,0,2002,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170_1,1,170,1,2,0.5,.1-10,0,0,0,15,0.5,0,0,0,0,0,0,0,0,0,0,0.5,258,37,35,0.5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115_2,2,115, 18.0, 15.0,  0.0,  0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,163,107,25,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116_2,2,116, 10.0,  8.0,  1.0, 10.0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,290,44,35,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117_2,2,117, 30.0, 27.0,  0.5, 10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,103,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118_3,3,118,  2.0,  3.0,  0.5,  6.0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,360,57,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119_3,3,119,  8.0,  4.0,  0.5, 10.0,0,0,0,2,0,0,0,0.5,0,3,0,0,0,0,10,0,102,10,8,0,10,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2002,0,0,0,0.5,0,0,90,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120_3,3,120, 25.0, 16.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,110,29,25,0,60,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2002,0,0,0.5,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121_4,4,121,25,21,0.5,10-100,0,0,0,2,0,0,0,0,0,4,0,0,0,0,10,0,215,50,50,0,20,0,5,18,0,0,0,0,0,0,2,0,0,0,0,2002,0,0.5,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122_4,4,122,5,3,1,10-100,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,315,65,60,0.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,1,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123_4,4,123,40,28,1,10-100,0,0,0,0.5,0,0,0,0,0,5,0,0,0,0,25,0,237,35,65,0,15,0,5,3,0,0,0,0,0,2,0,0,0,0,0,2002,0,0,0.5,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101_5,5,101,30,27,2,10-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,35,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102_5,5,102,50,30,0.5,.1-10,0,0,0.5,0,0,0,0,0,0,2,0,0,0,0,4,0,150,10,15,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,1,0.5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103_5,5,103, 80.0, 36.0,  0.0,  0.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,80,31,30,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,1,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522_6,6,522,65,31,1,10-100,0,0,0,10,1,0,0,0,0,0,0,0,0,0,3,3,73,21,40,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,5,2002,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_6,6,523,50,55,2,10-100,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,2,0,219,148,65,0,10,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0.5,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105_6,6,105,30,20,0.5,.1-10,0,0,0,5,0,0,0,0.5,0,15,0,0,0,0,10,0,192,7,10,0,65,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0.5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_7,7,531,70,72,5,100-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,236,150,85,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532_7,7,532,55,31,1,10-100,0,0,0,0,0,0,0,0,0,15,0,0,0,0,10,0,213,6,15,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,2,0.5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533_7,7,533,90,45,1,10-100,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,258,2,70,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536_8,8,536,70,26,3,10-100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,284,74,70,0,30,0,5,0,0,0,0,0,0,0,0,0,0,0,4,2002,0,0,0,0.5,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537_8,8,537,20,16,2,10-100,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,72,31,50,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538_8,8,538,100,100-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,92,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,6,2002,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106_9,9,106,99,30,0.5,.1-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,7,25,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107_9,9,107,99,15,0.5,.1-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,3,20,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108_9,9,108,80,22,0.5,.1-10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,161,8,65,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503_10,10,503,30,28,0.5,10-100,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,143,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504_10,10,504,30,34,1,10-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505_10,10,505,90,33,0.5,.1-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,361,5,80,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540_11,11,540,95,27,0.5,.1-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,3,25,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541_11,11,541,60,76,1,10-100,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,162,14,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542_11,11,542,75,80,5,100-1000,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,195,5,85,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545_12,12,545,75,35,2,10-100,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,117,22,15,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546_12,12,546,55,37,2,100-1000,0,0,0,2,0,0,0,0,0,10,0,0,0,0,15,0.5,272,8,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0.5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547_12,12,547,70,42,0.5,10-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,29,50,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113_1,1,113,30,37,2,10-100,0,0,0,1,0,0,0,0.5,0,5,0,0.5,0,0,10,0.5,216,6,65,1,20,0,0,2,0,26,0,0,0,0,0,1,0,0,0,2003,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_1,1,114,12,10,5,10-100,0,0,0,0.5,5,0,0,2,0,0,0,0,0,0,0.5,3,88,21,35,5,0,0,0,5,0,88,0,0,0,0,0,0,0,0,0,2003,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170_1,1,170,1,6,0.5,10-100,0,0,0,20,1,0,0,0,0,0,0,0.5,0,0,0,0.5,267,13,30,1,30,0,0,0,0,70,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115_2,2,115,5,8,0.5,10-100,0,0,0,8,5,0,0,1,0,0,0,0.5,0,0,2,0.5,283,31,25,0.5,10,0,0,0,0,38,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116_2,2,116,10,13,0.5,10-100,0,0,0,5,0,0,0,0.5,0,2,0,0.5,0,0,5,0.5,149,6,10,0.5,80,0,0,0,0,94,0,0,0,0,0,0,0,0,0,2003,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117_2,2,117,5,6,0.5,10-100,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,97,37,30,0.5,25,0,0,0,0,48,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118_3,3,118,8,9,0.5,10-100,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,195,11,35,0.5,12,2,0,0,0,157,0,0,0,0,0,0,0,0,0,2003,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119_3,3,119,2,4,0.5,10-100,0,0,0,5,1,0,0,0.5,0,8,0,0,0,0,12,0.5,195,3,15,0.5,20,2,0,0,0,41,0,0,0,0,0,0,0,0,0,2003,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
120_3,3,120,5,10,0.5,10-100,0,0,0,5,0.5,0,0,0.5,0,3,0,0,0,0,2,0.5,79,0,15,0.5,75,1,0,0,0,55,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
121_4,4,121,15,18,0.5,10-100,0,0,0,5,1,0,0,1,0,8,0,0,0,0,15,0.5,254,5,30,0.5,25,3,0,1,0,84,0,0,0,1,0,0,0,0,0,2003,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
122_4,4,122,55,52,0.5,10-100,0,0,0,1,0.5,0,0,0,0,8,0,0,0,0,5,1,173,2,20,0.5,50,4,0,4,0,53,0,0,0,1,0,1,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
123_4,4,123,70,47,0.5,10-100,0,0,0,3,0,0,0,0,0,15,0,0,0,0,15,0.5,238,8,35,0,30,0,1,1,0,67,0,0,0,0,0,2,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0
101_5,5,101,2,4,0.5,10-100,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,90,55,25,0,12,0,0,0,0,113,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102_5,5,102,30,11,0.5,10-100,0,0,0,0.5,0,0,0,0,0,12,0,0,0,0,6,0.5,104,10,55,0,50,0,0,0,0,214,0,0,0,1,0,1,0,0,0,2003,0,0,0.5,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103_5,5,103,15,21,0.5,10-100,0,0,0,5,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,245,32,75,0.5,15,0,0,0,0,195,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522_6,6,522,50,27,0.5,10-100,0,0,0,8,0.5,0,0,2,0,1,0,0.5,0,0,5,0.5,229,7,25,0.5,1,1,2,35,0,45,0,0,0,0,0,1,0,0,3,2003,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
523_6,6,523,99,38,0.5,10-100,0,0,0,0.5,0,0,0,0.5,0,5,0,0,0,0,0,0.5,135,0,70,0.5,10,1,45,14,0,32,0,0,0,0,0,0,0,0,3,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105_6,6,105,35,22,0.5,10-100,0,0,0,5,0,0,0,0.5,0,10,0,0,0,0,10,0.5,126,4,5,0.5,65,2,3,3,0,53,0,0,0,1,0,0,0,0,1,2003,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
531_7,7,531,75,67,0.5,10-100,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,10,0,145,4,70,0.5,5,0,0,4,0,48,0,0,0,0,0,0,0,0,5,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532_7,7,532,65,35,0.5,0-10,0,0,0.5,0,0,0,0,0,0,10,0,0,0,0,10,0,95,0,10,0,80,1,1,1,0,12,0,0,0,0,0,0,0,0,0,2003,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
533_7,7,533,40,41,0.5,10-100,0,0,0,0.5,0,0,0,0,0,5,0,0,0,0,10,0,137,5,50,0,40,4,0,0,0,88,0,0,0,0,0,0,0,0,0,2003,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536_8,8,536,75,58,0.5,10-100,0,0,0,0.5,0,0,0,0,0,10,0,0,0,0,5,0,132,1,25,0.5,55,3,5,1,0,62,0,0,0,0,0,0,0,0,6,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
537_8,8,537,55,30,0.5,10-100,0,0,0,2,0,0,0,0,0,10,0,0,0,0,12,0.5,177,0,25,0.5,60,0,3,3,0,39,0,0,0,0,0,0,0,0,4,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538_8,8,538,5,7,0.5,10-100,0,0,0,1,0,0,0,0.5,0,1,0,0,0,0,5,0,183,3,75,0.5,15,0,0,0,0,185,0,0,0,0,0,0,0,0,0,2003,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
106_9,9,106,75,27,1,100-1000,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,1,0.5,210,24,50,0.5,20,0,0,3,0,243,0,0,0,1,0,0,0,0,0,2003,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107_9,9,107,80,25,0.5,100-1000,0,0,0,0.5,0,0,0,0.5,0,1,0,0.5,0,0,0,0.5,219,16,20,0.5,25,0,0,3,0,131,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108_9,9,108,25,23,1,100-1000,0,0,0,0.5,0,0,0,0.5,0,5,0,0,0,0,10,0.5,252,8,35,0.5,30,0,0,0,0,98,0,0,0,0,0,0,0,0,0,2003,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
503_10,10,503,20,18,1,100-1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,260,3,10,0.5,5,0,0,0,0,17,0,0,0,1,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504_10,10,504,80,37,0.5,10-100,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,157,1,15,0.5,10,0,0,0,0,39,0,0,0,0,0,1,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
